,No,Tweets,Case_Folding,Data_Cleaning,Tokenize,Normalization,Stopwords,Stemming,Label,Text,Text Tweet
172,1115,"b'Jokowi Pro Pendidikan\n\nPolemik permendikbud PPKS, Mendikbud Nadiem Makarim: ruang lingkupnya kekerasan seksual, buk\xe2\x80\xa6 https://t.co/ecLokJ3bpb'","b'jokowi pro pendidikan\n\npolemik permendikbud ppks, mendikbud nadiem makarim: ruang lingkupnya kekerasan seksual, buk\xe2\x80\xa6 https://t.co/eclokj3bpb'",jokowi pro pendidikan npolemik permendikbud ppks mendikbud nadiem makarim ruang lingkupnya kekerasan seksual buk  xa,"['jokowi', 'pro', 'pendidikan', 'npolemik', 'permendikbud', 'ppks', 'mendikbud', 'nadiem', 'makarim', 'ruang', 'lingkupnya', 'kekerasan', 'seksual', 'buk', 'xa']","['jokowi', 'pro', 'pendidikan', 'npolemik', 'permendikbud', 'ppks', 'mendikbud', 'nadiem', 'makarim', 'ruang', 'lingkupnya', 'kekerasan', 'seksual', 'buk', 'xa']",jokowi pro pendidikan npolemik permendikbud ppks mendikbud nadiem makarim ruang lingkupnya kekerasan seksual buk,jokowi pro didik npolemik permendikbud ppks mendikbud nadiem makarim ruang lingkup keras seksual buk,Positive,jokowi pro didik npolemik permendikbud ppks mendikbud nadiem makarim ruang lingkup keras seksual buk,"['jokowi', 'pro', 'didik', 'npolemik', 'permendikbud', 'ppks', 'mendikbud', 'nadiem', 'makarim', 'lingkup', 'keras', 'seksual', 'buk']"
173,1055,"b'Judulnya aja permen ppks, pasti ngurusnya soal hal-hal yang di luar consent. Indonesia selain punya norma hukum jug\xe2\x80\xa6 https://t.co/oTdutO30oO'","b'judulnya aja permen ppks, pasti ngurusnya soal hal-hal yang di luar consent. indonesia selain punya norma hukum jug\xe2\x80\xa6 https://t.co/otduto30oo'",judulnya aja permen ppks pasti ngurusnya soal hal hal yang di luar consent indonesia selain punya norma hukum jug  xa,"['judulnya', 'aja', 'permen', 'ppks', 'pasti', 'ngurusnya', 'soal', 'hal', 'hal', 'yang', 'di', 'luar', 'consent', 'indonesia', 'selain', 'punya', 'norma', 'hukum', 'jug', 'xa']","['judulnya', 'aja', 'permen', 'ppks', 'pasti', 'ngurusnya', 'soal', 'hal', 'hal', 'yang', 'di', 'luar', 'consent', 'indonesia', 'selain', 'punya', 'norma', 'hukum', 'jug', 'xa']",judulnya aja permen ppks ngurusnya consent indonesia norma hukum jug,judul aja permen ppks ngurusnya consent indonesia norma hukum jug,Positive,judul aja permen ppks ngurusnya consent indonesia norma hukum jug,"['judul', 'permen', 'ppks', 'ngurusnya', 'consent', 'indonesia', 'norma', 'hukum', 'jug']"
174,2800,"b'@catchmeupid ""Kalo laporan naik gegara ppks, biar turun laporannya, kita hold dulu aja ppks nya""\n\n- seseorang'","b'@catchmeupid ""kalo laporan naik gegara ppks, biar turun laporannya, kita hold dulu aja ppks nya""\n\n- seseorang'",kalo laporan naik gegara ppks biar turun laporannya kita hold dulu aja ppks nya seseorang,"['kalo', 'laporan', 'naik', 'gegara', 'ppks', 'biar', 'turun', 'laporannya', 'kita', 'hold', 'dulu', 'aja', 'ppks', 'nya', 'seseorang']","['kalo', 'laporan', 'naik', 'gegara', 'ppks', 'biar', 'turun', 'laporannya', 'kita', 'hold', 'dulu', 'aja', 'ppks', 'nya', 'seseorang']",kalo laporan gegara ppks biar turun laporannya hold aja ppks nya,kalo lapor gegara ppks biar turun lapor hold aja ppks nya,Positive,kalo lapor gegara ppks biar turun lapor hold aja ppks nya,"['lapor', 'gegara', 'ppks', 'biar', 'turun', 'lapor', 'hold', 'ppks']"
175,1078,b'Kampus Tak Berkutik Terjerat Permendikbud Ristek PPKS https://t.co/50NEbvJyMU',b'kampus tak berkutik terjerat permendikbud ristek ppks https://t.co/50nebvjymu',kampus tak berkutik terjerat permendikbud ristek ppks,"['kampus', 'tak', 'berkutik', 'terjerat', 'permendikbud', 'ristek', 'ppks']","['kampus', 'tak', 'berkutik', 'terjerat', 'permendikbud', 'ristek', 'ppks']",kampus berkutik terjerat permendikbud ristek ppks,kampus kutik jerat permendikbud ristek ppks,Negative,kampus kutik jerat permendikbud ristek ppks,"['kampus', 'kutik', 'jerat', 'permendikbud', 'ristek', 'ppks']"
176,965,"b'Kampus Tak Berkutik Terjerat Permendikbud Ristek PPKS\n\nOleh: Denok Ika Anggraeni, S.E\n[Sahabat TintaSiyasi]\nhttps://t.co/GE6kiohKqw'","b'kampus tak berkutik terjerat permendikbud ristek ppks\n\noleh: denok ika anggraeni, s.e\n[sahabat tintasiyasi]\nhttps://t.co/ge6kiohkqw'",kampus tak berkutik terjerat permendikbud ristek ppks noleh denok ika anggraeni,"['kampus', 'tak', 'berkutik', 'terjerat', 'permendikbud', 'ristek', 'ppks', 'noleh', 'denok', 'ika', 'anggraeni']","['kampus', 'tak', 'berkutik', 'terjerat', 'permendikbud', 'ristek', 'ppks', 'noleh', 'denok', 'ika', 'anggraeni']",kampus berkutik terjerat permendikbud ristek ppks noleh denok ika anggraeni,kampus kutik jerat permendikbud ristek ppks noleh denok ika anggraeni,Negative,kampus kutik jerat permendikbud ristek ppks noleh denok ika anggraeni,"['kampus', 'kutik', 'jerat', 'permendikbud', 'ristek', 'ppks', 'noleh', 'denok', 'ika', 'anggraeni']"
177,1045,"b'Karena ini  juga, Nadiem Makarim (@nadiemmakarim) menerbitkan Permendikbud No 30 Tahun 2021 tentang Pencegahan dan\xe2\x80\xa6 https://t.co/MuADtItuuP'","b'karena ini  juga, nadiem makarim (@nadiemmakarim) menerbitkan permendikbud no 30 tahun 2021 tentang pencegahan dan\xe2\x80\xa6 https://t.co/muadtituup'",karena ini juga nadiem makarim menerbitkan permendikbud no tahun tentang pencegahan dan  xa,"['karena', 'ini', 'juga', 'nadiem', 'makarim', 'menerbitkan', 'permendikbud', 'no', 'tahun', 'tentang', 'pencegahan', 'dan', 'xa']","['karena', 'ini', 'juga', 'nadiem', 'makarim', 'menerbitkan', 'permendikbud', 'no', 'tahun', 'tentang', 'pencegahan', 'dan', 'xa']",nadiem makarim menerbitkan permendikbud no pencegahan,nadiem makarim terbit permendikbud no cegah,Positive,nadiem makarim terbit permendikbud no cegah,"['nadiem', 'makarim', 'terbit', 'permendikbud', 'cegah']"
178,899,"b'Kasus kekerasan seksual di luar universitas, seperti di dunia kerja, bahkan di ranah keluarga, berpotensi terjadi.\xe2\x80\xa6 https://t.co/MWmz3iyXC2'","b'kasus kekerasan seksual di luar universitas, seperti di dunia kerja, bahkan di ranah keluarga, berpotensi terjadi.\xe2\x80\xa6 https://t.co/mwmz3iyxc2'",kasus kekerasan seksual di luar universitas seperti di dunia kerja bahkan di ranah keluarga berpotensi terjadi  xa,"['kasus', 'kekerasan', 'seksual', 'di', 'luar', 'universitas', 'seperti', 'di', 'dunia', 'kerja', 'bahkan', 'di', 'ranah', 'keluarga', 'berpotensi', 'terjadi', 'xa']","['kasus', 'kekerasan', 'seksual', 'di', 'luar', 'universitas', 'seperti', 'di', 'dunia', 'kerja', 'bahkan', 'di', 'ranah', 'keluarga', 'berpotensi', 'terjadi', 'xa']",kekerasan seksual universitas dunia kerja ranah keluarga berpotensi,keras seksual universitas dunia kerja ranah keluarga potensi,Positive,keras seksual universitas dunia kerja ranah keluarga potensi,"['keras', 'seksual', 'universitas', 'dunia', 'ranah', 'keluarga', 'potensi']"
179,3013,b'Kebijakan Meresahkan Jika Sudah Disahkan\n\nhttps://t.co/hQj1mJZVe5\n\nhttps://t.co/M9bMh0fLhY -- Adanya Permendikbud R\xe2\x80\xa6 https://t.co/c8XZPZMQHX',b'kebijakan meresahkan jika sudah disahkan\n\nhttps://t.co/hqj1mjzve5\n\nhttps://t.co/m9bmh0flhy -- adanya permendikbud r\xe2\x80\xa6 https://t.co/c8xzpzmqhx',kebijakan meresahkan jika sudah disahkan adanya permendikbud  xa,"['kebijakan', 'meresahkan', 'jika', 'sudah', 'disahkan', 'adanya', 'permendikbud', 'xa']","['kebijakan', 'meresahkan', 'jika', 'sudah', 'disahkan', 'adanya', 'permendikbud', 'xa']",kebijakan meresahkan disahkan permendikbud,bijak resah sah permendikbud,Negative,bijak resah sah permendikbud,"['bijak', 'resah', 'sah', 'permendikbud']"
180,308,"b'Kekerasan dan perundungan seksual yang terjadi di kampus-kampus hanyalah fenomena gunung es yang tidak terdeteksi,\xe2\x80\xa6 https://t.co/5lmiPmCKCx'","b'kekerasan dan perundungan seksual yang terjadi di kampus-kampus hanyalah fenomena gunung es yang tidak terdeteksi,\xe2\x80\xa6 https://t.co/5lmipmckcx'",kekerasan dan perundungan seksual yang terjadi di kampus kampus hanyalah fenomena gunung es yang tidak terdeteksi  xa,"['kekerasan', 'dan', 'perundungan', 'seksual', 'yang', 'terjadi', 'di', 'kampus', 'kampus', 'hanyalah', 'fenomena', 'gunung', 'es', 'yang', 'tidak', 'terdeteksi', 'xa']","['kekerasan', 'dan', 'perundungan', 'seksual', 'yang', 'terjadi', 'di', 'kampus', 'kampus', 'hanyalah', 'fenomena', 'gunung', 'es', 'yang', 'tidak', 'terdeteksi', 'xa']",kekerasan perundungan seksual kampus kampus fenomena gunung es terdeteksi,keras rundung seksual kampus kampus fenomena gunung es deteksi,Negative,keras rundung seksual kampus kampus fenomena gunung es deteksi,"['keras', 'rundung', 'seksual', 'kampus', 'kampus', 'fenomena', 'gunung', 'es', 'deteksi']"
181,554,"b'Keluarin aja tuh mahasiswa !!!\nSebagian besar yg nolak Permendikbud PPKS itu pendukung khilafah.\nHTI, FPI, PKS !!!\nhttps://t.co/npapaJAVJc'","b'keluarin aja tuh mahasiswa !!!\nsebagian besar yg nolak permendikbud ppks itu pendukung khilafah.\nhti, fpi, pks !!!\nhttps://t.co/npapajavjc'",keluarin aja tuh mahasiswa nsebagian besar yg nolak permendikbud ppks itu pendukung khilafah nhti fpi pks,"['keluarin', 'aja', 'tuh', 'mahasiswa', 'nsebagian', 'besar', 'yg', 'nolak', 'permendikbud', 'ppks', 'itu', 'pendukung', 'khilafah', 'nhti', 'fpi', 'pks']","['keluarin', 'aja', 'tuh', 'mahasiswa', 'nsebagian', 'besar', 'yg', 'nolak', 'permendikbud', 'ppks', 'itu', 'pendukung', 'khilafah', 'nhti', 'fpi', 'pks']",keluarin aja tuh mahasiswa nsebagian yg nolak permendikbud ppks pendukung khilafah nhti fpi pks,keluarin aja tuh mahasiswa nsebagian yg nolak permendikbud ppks dukung khilafah nhti fpi pks,Negative,keluarin aja tuh mahasiswa nsebagian yg nolak permendikbud ppks dukung khilafah nhti fpi pks,"['keluarin', 'tuh', 'mahasiswa', 'nsebagian', 'nolak', 'permendikbud', 'ppks', 'dukung', 'khilafah', 'nhti', 'fpi', 'pks']"
182,5379,b'Kembang Gula Beracun ala Permendikbud Ristek PPKS\n\nOleh: Riani Kurniawati\n[Sahabat TintaSiyasi]\nhttps://t.co/1wOOT12wUL',b'kembang gula beracun ala permendikbud ristek ppks\n\noleh: riani kurniawati\n[sahabat tintasiyasi]\nhttps://t.co/1woot12wul',kembang gula beracun ala permendikbud ristek ppks noleh riani kurniawati,"['kembang', 'gula', 'beracun', 'ala', 'permendikbud', 'ristek', 'ppks', 'noleh', 'riani', 'kurniawati']","['kembang', 'gula', 'beracun', 'ala', 'permendikbud', 'ristek', 'ppks', 'noleh', 'riani', 'kurniawati']",kembang gula beracun ala permendikbud ristek ppks noleh riani kurniawati,kembang gula racun ala permendikbud ristek ppks noleh rian kurniawati,Negative,kembang gula racun ala permendikbud ristek ppks noleh rian kurniawati,"['kembang', 'gula', 'racun', 'ala', 'permendikbud', 'ristek', 'ppks', 'noleh', 'rian', 'kurniawati']"
183,5339,b'Kemendikbudristek Beberkan Penyusunan Permendikbudristek PPKS https://t.co/2wmy6EOYqn',b'kemendikbudristek beberkan penyusunan permendikbudristek ppks https://t.co/2wmy6eoyqn',kemendikbudristek beberkan penyusunan permendikbudristek ppks,"['kemendikbudristek', 'beberkan', 'penyusunan', 'permendikbudristek', 'ppks']","['kemendikbudristek', 'beberkan', 'penyusunan', 'permendikbudristek', 'ppks']",kemendikbudristek beberkan penyusunan permendikbudristek ppks,kemendikbudristek kan susun permendikbudristek ppks,Positive,kemendikbudristek kan susun permendikbudristek ppks,"['kemendikbudristek', 'susun', 'permendikbudristek', 'ppks']"
184,5068,b'Kemendikbudristek Buka Peluang Sempurnakan Permen PPKS https://t.co/01UYYGh2yE',b'kemendikbudristek buka peluang sempurnakan permen ppks https://t.co/01uyygh2ye',kemendikbudristek buka peluang sempurnakan permen ppks,"['kemendikbudristek', 'buka', 'peluang', 'sempurnakan', 'permen', 'ppks']","['kemendikbudristek', 'buka', 'peluang', 'sempurnakan', 'permen', 'ppks']",kemendikbudristek buka peluang sempurnakan permen ppks,kemendikbudristek buka peluang sempurna permen ppks,Positive,kemendikbudristek buka peluang sempurna permen ppks,"['kemendikbudristek', 'buka', 'peluang', 'sempurna', 'permen', 'ppks']"
185,5413,"b'Kemendikbudristek Perintahkan Seluruh Pimpinan Kampus Segera Membuat Aturan Turunan Permen PPKS!: JAKARTA, EDUNEWS.\xe2\x80\xa6 https://t.co/xRPZu5x1F2'","b'kemendikbudristek perintahkan seluruh pimpinan kampus segera membuat aturan turunan permen ppks!: jakarta, edunews.\xe2\x80\xa6 https://t.co/xrpzu5x1f2'",kemendikbudristek perintahkan seluruh pimpinan kampus segera membuat aturan turunan permen ppks jakarta edunews  xa,"['kemendikbudristek', 'perintahkan', 'seluruh', 'pimpinan', 'kampus', 'segera', 'membuat', 'aturan', 'turunan', 'permen', 'ppks', 'jakarta', 'edunews', 'xa']","['kemendikbudristek', 'perintahkan', 'seluruh', 'pimpinan', 'kampus', 'segera', 'membuat', 'aturan', 'turunan', 'permen', 'ppks', 'jakarta', 'edunews', 'xa']",kemendikbudristek perintahkan pimpinan kampus aturan turunan permen ppks jakarta edunews,kemendikbudristek perintah pimpin kampus atur turun permen ppks jakarta edunews,Positive,kemendikbudristek perintah pimpin kampus atur turun permen ppks jakarta edunews,"['kemendikbudristek', 'perintah', 'pimpin', 'kampus', 'atur', 'turun', 'permen', 'ppks', 'jakarta', 'edunews']"
186,947,"b'Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi telah meresmikan aturan baru yaitu Permendikbudristek No.\xe2\x80\xa6 https://t.co/EOfKQHq74q'","b'kementerian pendidikan, kebudayaan, riset, dan teknologi telah meresmikan aturan baru yaitu permendikbudristek no.\xe2\x80\xa6 https://t.co/eofkqhq74q'",kementerian pendidikan kebudayaan riset dan teknologi telah meresmikan aturan baru yaitu permendikbudristek no  xa,"['kementerian', 'pendidikan', 'kebudayaan', 'riset', 'dan', 'teknologi', 'telah', 'meresmikan', 'aturan', 'baru', 'yaitu', 'permendikbudristek', 'no', 'xa']","['kementerian', 'pendidikan', 'kebudayaan', 'riset', 'dan', 'teknologi', 'telah', 'meresmikan', 'aturan', 'baru', 'yaitu', 'permendikbudristek', 'no', 'xa']",kementerian pendidikan kebudayaan riset teknologi meresmikan aturan permendikbudristek no,menteri didik budaya riset teknologi resmi atur permendikbudristek no,Positive,menteri didik budaya riset teknologi resmi atur permendikbudristek no,"['menteri', 'didik', 'budaya', 'riset', 'teknologi', 'resmi', 'atur', 'permendikbudristek']"
187,1075,"b'Kepala PPKS, Bapak Dr. M. Edwin Syahputra Lubis bersama Kepala Bagian Penelitian PPKS, Bapak Dr. Agus Susanto dan d\xe2\x80\xa6 https://t.co/afsjaxDyL0'","b'kepala ppks, bapak dr. m. edwin syahputra lubis bersama kepala bagian penelitian ppks, bapak dr. agus susanto dan d\xe2\x80\xa6 https://t.co/afsjaxdyl0'",kepala ppks bapak dr edwin syahputra lubis bersama kepala bagian penelitian ppks bapak dr agus susanto dan  xa,"['kepala', 'ppks', 'bapak', 'dr', 'edwin', 'syahputra', 'lubis', 'bersama', 'kepala', 'bagian', 'penelitian', 'ppks', 'bapak', 'dr', 'agus', 'susanto', 'dan', 'xa']","['kepala', 'ppks', 'bapak', 'dr', 'edwin', 'syahputra', 'lubis', 'bersama', 'kepala', 'bagian', 'penelitian', 'ppks', 'bapak', 'dr', 'agus', 'susanto', 'dan', 'xa']",kepala ppks dr edwin syahputra lubis kepala penelitian ppks dr agus susanto,kepala ppks dr edwin syahputra lubis kepala teliti ppks dr agus susanto,Positive,kepala ppks dr edwin syahputra lubis kepala teliti ppks dr agus susanto,"['kepala', 'ppks', 'edwin', 'syahputra', 'lubis', 'kepala', 'teliti', 'ppks', 'agus', 'susanto']"
188,983,b'Kiayi Said Aqil selesaikan konterversi PPKS Permendikbud denan rapi bersama menteri Nadiem #kiaisaid #buyasaid\xe2\x80\xa6 https://t.co/gsIi6sFywg',b'kiayi said aqil selesaikan konterversi ppks permendikbud denan rapi bersama menteri nadiem #kiaisaid #buyasaid\xe2\x80\xa6 https://t.co/gsii6sfywg',kiayi said aqil selesaikan konterversi ppks permendikbud denan rapi bersama menteri nadiem kiaisaid buyasaid  xa,"['kiayi', 'said', 'aqil', 'selesaikan', 'konterversi', 'ppks', 'permendikbud', 'denan', 'rapi', 'bersama', 'menteri', 'nadiem', 'kiaisaid', 'buyasaid', 'xa']","['kiayi', 'said', 'aqil', 'selesaikan', 'konterversi', 'ppks', 'permendikbud', 'denan', 'rapi', 'bersama', 'menteri', 'nadiem', 'kiaisaid', 'buyasaid', 'xa']",kiayi said aqil selesaikan konterversi ppks permendikbud denan rapi menteri nadiem kiaisaid buyasaid,kiayi said aqil selesai konterversi ppks permendikbud den rapi menteri nadiem kiaisaid buyasaid,Negative,kiayi said aqil selesai konterversi ppks permendikbud den rapi menteri nadiem kiaisaid buyasaid,"['kiayi', 'said', 'aqil', 'selesai', 'konterversi', 'ppks', 'permendikbud', 'den', 'rapi', 'menteri', 'nadiem', 'kiaisaid', 'buyasaid']"
189,5390,b'Kira-kira apa tanggapan para aktivis terebut dalam menanggapi peraturan tersebut? Yuk kita cari tahu selengkapnya d\xe2\x80\xa6 https://t.co/l1YMeJd9jd',b'kira-kira apa tanggapan para aktivis terebut dalam menanggapi peraturan tersebut? yuk kita cari tahu selengkapnya d\xe2\x80\xa6 https://t.co/l1ymejd9jd',kira kira apa tanggapan para aktivis terebut dalam menanggapi peraturan tersebut yuk kita cari tahu selengkapnya  xa,"['kira', 'kira', 'apa', 'tanggapan', 'para', 'aktivis', 'terebut', 'dalam', 'menanggapi', 'peraturan', 'tersebut', 'yuk', 'kita', 'cari', 'tahu', 'selengkapnya', 'xa']","['kira', 'kira', 'apa', 'tanggapan', 'para', 'aktivis', 'terebut', 'dalam', 'menanggapi', 'peraturan', 'tersebut', 'yuk', 'kita', 'cari', 'tahu', 'selengkapnya', 'xa']",tanggapan aktivis terebut menanggapi peraturan yuk cari selengkapnya,tanggap aktivis rebut tanggap atur yuk cari lengkap,Positive,tanggap aktivis rebut tanggap atur yuk cari lengkap,"['tanggap', 'aktivis', 'rebut', 'tanggap', 'atur', 'yuk', 'cari', 'lengkap']"
190,912,b'Kita butuh partisipasi pendukung Permendikbud PPKS sebanyak\xc2\xb2nya di diskusi. Kita adu argumen lawan PKS. Tidak cuma\xe2\x80\xa6 https://t.co/Tt7uH5S3J1',b'kita butuh partisipasi pendukung permendikbud ppks sebanyak\xc2\xb2nya di diskusi. kita adu argumen lawan pks. tidak cuma\xe2\x80\xa6 https://t.co/tt7uh5s3j1',kita butuh partisipasi pendukung permendikbud ppks sebanyak xc xb nya di diskusi kita adu argumen lawan pks tidak cuma  xa,"['kita', 'butuh', 'partisipasi', 'pendukung', 'permendikbud', 'ppks', 'sebanyak', 'xc', 'xb', 'nya', 'di', 'diskusi', 'kita', 'adu', 'argumen', 'lawan', 'pks', 'tidak', 'cuma', 'xa']","['kita', 'butuh', 'partisipasi', 'pendukung', 'permendikbud', 'ppks', 'sebanyak', 'xc', 'xb', 'nya', 'di', 'diskusi', 'kita', 'adu', 'argumen', 'lawan', 'pks', 'tidak', 'cuma', 'xa']",butuh partisipasi pendukung permendikbud ppks nya diskusi adu argumen lawan pks,butuh partisipasi dukung permendikbud ppks nya diskusi adu argumen lawan pks,Positive,butuh partisipasi dukung permendikbud ppks nya diskusi adu argumen lawan pks,"['butuh', 'partisipasi', 'dukung', 'permendikbud', 'ppks', 'diskusi', 'adu', 'argumen', 'lawan', 'pks']"
191,894,b'Kiyai Said Aqi selesaikan kontroversi ppks permendikbud\n#kiaisaid #buyasaid #saidaqil #ketumPBNU #MuktamarNU34\xe2\x80\xa6 https://t.co/vzM0czv3Eb',b'kiyai said aqi selesaikan kontroversi ppks permendikbud\n#kiaisaid #buyasaid #saidaqil #ketumpbnu #muktamarnu34\xe2\x80\xa6 https://t.co/vzm0czv3eb',kiyai said aqi selesaikan kontroversi ppks permendikbud kiaisaid buyasaid saidaqil ketumpbnu muktamarnu  xa,"['kiyai', 'said', 'aqi', 'selesaikan', 'kontroversi', 'ppks', 'permendikbud', 'kiaisaid', 'buyasaid', 'saidaqil', 'ketumpbnu', 'muktamarnu', 'xa']","['kiyai', 'said', 'aqi', 'selesaikan', 'kontroversi', 'ppks', 'permendikbud', 'kiaisaid', 'buyasaid', 'saidaqil', 'ketumpbnu', 'muktamarnu', 'xa']",kiyai said aqi selesaikan kontroversi ppks permendikbud kiaisaid buyasaid saidaqil ketumpbnu muktamarnu,kiyai said aqi selesai kontroversi ppks permendikbud kiaisaid buyasaid saidaqil ketumpbnu muktamarnu,Negative,kiyai said aqi selesai kontroversi ppks permendikbud kiaisaid buyasaid saidaqil ketumpbnu muktamarnu,"['kiyai', 'said', 'aqi', 'selesai', 'kontroversi', 'ppks', 'permendikbud', 'kiaisaid', 'buyasaid', 'saidaqil', 'ketumpbnu', 'muktamarnu']"
192,976,b'Kiyai Said Aqul selesaikan kontroversi PPKS Perkemendikbud dengan rapi bersama Menteri Nadiem \xf0\x9f\x91\x8d\n#kiaisaid #buyasaid\xe2\x80\xa6 https://t.co/MYegCPKLsg',b'kiyai said aqul selesaikan kontroversi ppks perkemendikbud dengan rapi bersama menteri nadiem \xf0\x9f\x91\x8d\n#kiaisaid #buyasaid\xe2\x80\xa6 https://t.co/myegcpklsg',kiyai said aqul selesaikan kontroversi ppks perkemendikbud dengan rapi bersama menteri nadiem xf kiaisaid buyasaid  xa,"['kiyai', 'said', 'aqul', 'selesaikan', 'kontroversi', 'ppks', 'perkemendikbud', 'dengan', 'rapi', 'bersama', 'menteri', 'nadiem', 'xf', 'kiaisaid', 'buyasaid', 'xa']","['kiyai', 'said', 'aqul', 'selesaikan', 'kontroversi', 'ppks', 'perkemendikbud', 'dengan', 'rapi', 'bersama', 'menteri', 'nadiem', 'xf', 'kiaisaid', 'buyasaid', 'xa']",kiyai said aqul selesaikan kontroversi ppks perkemendikbud rapi menteri nadiem kiaisaid buyasaid,kiyai said aqul selesai kontroversi ppks perkemendikbud rapi menteri nadiem kiaisaid buyasaid,Negative,kiyai said aqul selesai kontroversi ppks perkemendikbud rapi menteri nadiem kiaisaid buyasaid,"['kiyai', 'said', 'aqul', 'selesai', 'kontroversi', 'ppks', 'perkemendikbud', 'rapi', 'menteri', 'nadiem', 'kiaisaid', 'buyasaid']"
193,975,b'Kiyai Saiq Aqil Selesaikan Kontroversi PPKS Permendikbud dengan rapi https://t.co/y7C6aAUHRH',b'kiyai saiq aqil selesaikan kontroversi ppks permendikbud dengan rapi https://t.co/y7c6aauhrh',kiyai saiq aqil selesaikan kontroversi ppks permendikbud dengan rapi,"['kiyai', 'saiq', 'aqil', 'selesaikan', 'kontroversi', 'ppks', 'permendikbud', 'dengan', 'rapi']","['kiyai', 'saiq', 'aqil', 'selesaikan', 'kontroversi', 'ppks', 'permendikbud', 'dengan', 'rapi']",kiyai saiq aqil selesaikan kontroversi ppks permendikbud rapi,kiyai saiq aqil selesai kontroversi ppks permendikbud rapi,Negative,kiyai saiq aqil selesai kontroversi ppks permendikbud rapi,"['kiyai', 'saiq', 'aqil', 'selesai', 'kontroversi', 'ppks', 'permendikbud', 'rapi']"
194,488,b'Kok gak jelas mahasiswa darimana. @DivHumas_Polri gak ada niatan gitu ngirim Densus 88 buat ngobrol sama adek2 yg d\xe2\x80\xa6 https://t.co/L7CcXklaWx',b'kok gak jelas mahasiswa darimana. @divhumas_polri gak ada niatan gitu ngirim densus 88 buat ngobrol sama adek2 yg d\xe2\x80\xa6 https://t.co/l7ccxklawx',kok gak jelas mahasiswa darimana gak ada niatan gitu ngirim densus buat ngobrol sama adek yg  xa,"['kok', 'gak', 'jelas', 'mahasiswa', 'darimana', 'gak', 'ada', 'niatan', 'gitu', 'ngirim', 'densus', 'buat', 'ngobrol', 'sama', 'adek', 'yg', 'xa']","['kok', 'gak', 'jelas', 'mahasiswa', 'darimana', 'gak', 'ada', 'niatan', 'gitu', 'ngirim', 'densus', 'buat', 'ngobrol', 'sama', 'adek', 'yg', 'xa']",gak mahasiswa darimana gak niatan gitu ngirim densus ngobrol adek yg,gak mahasiswa darimana gak niat gitu ngirim densus ngobrol adek yg,Negative,gak mahasiswa darimana gak niat gitu ngirim densus ngobrol adek yg,"['gak', 'mahasiswa', 'darimana', 'gak', 'niat', 'ngirim', 'densus', 'ngobrol', 'adek']"
195,928,b'Komisi V Sebut Permendikbud PPKS Harus Dicabut dan Tolak RUU\xc2\xa0TPKS https://t.co/nkYkaBmlCU',b'komisi v sebut permendikbud ppks harus dicabut dan tolak ruu\xc2\xa0tpks https://t.co/nkykabmlcu',komisi sebut permendikbud ppks harus dicabut dan tolak ruu xc xa tpks,"['komisi', 'sebut', 'permendikbud', 'ppks', 'harus', 'dicabut', 'dan', 'tolak', 'ruu', 'xc', 'xa', 'tpks']","['komisi', 'sebut', 'permendikbud', 'ppks', 'harus', 'dicabut', 'dan', 'tolak', 'ruu', 'xc', 'xa', 'tpks']",komisi permendikbud ppks dicabut tolak ruu tpks,komisi permendikbud ppks cabut tolak ruu tpks,Negative,komisi permendikbud ppks cabut tolak ruu tpks,"['komisi', 'permendikbud', 'ppks', 'cabut', 'tolak', 'ruu', 'tpks']"
196,4739,"b'Kontroversi Permendikbud Ristek PPKS, Seks Bebas Dilegalkan?\n\nOleh: Mesi Tri Jayanti, S.H\n[Sahabat TintaSiyasi]\n\nhttps://t.co/ci6WyzKMNE'","b'kontroversi permendikbud ristek ppks, seks bebas dilegalkan?\n\noleh: mesi tri jayanti, s.h\n[sahabat tintasiyasi]\n\nhttps://t.co/ci6wyzkmne'",kontroversi permendikbud ristek ppks seks bebas dilegalkan noleh mesi tri jayanti,"['kontroversi', 'permendikbud', 'ristek', 'ppks', 'seks', 'bebas', 'dilegalkan', 'noleh', 'mesi', 'tri', 'jayanti']","['kontroversi', 'permendikbud', 'ristek', 'ppks', 'seks', 'bebas', 'dilegalkan', 'noleh', 'mesi', 'tri', 'jayanti']",kontroversi permendikbud ristek ppks seks bebas dilegalkan noleh mesi tri jayanti,kontroversi permendikbud ristek ppks seks bebas legal noleh mes tri jayanti,Negative,kontroversi permendikbud ristek ppks seks bebas legal noleh mes tri jayanti,"['kontroversi', 'permendikbud', 'ristek', 'ppks', 'seks', 'bebas', 'legal', 'noleh', 'mes', 'tri', 'jayanti']"
